country,avg_tone,std_tone,count_mentions,count_events,avg_conf,avg_weighted_tone,std_weighted_tone,first_quartile_tone,median_tone,third_quartile_tone
Venezuela,-2.7226491797822843,3.789056710186627,11988,10887,37.83366700033367,-2.684311438523933,5.153233039785284,-5.32212885154061,-2.68714011516314,0.0
Liberia,-0.32793546624769687,3.6659787439444265,55169,43213,43.08669723939169,-0.22986059881614376,4.419245893930413,-2.73224043715847,0.0,2.30179028132993
Tunisia,-2.0674483378753092,4.603343760094403,4114,3768,41.46329606222654,-1.99751317548455,5.889131046375916,-5.09120609855704,-1.39372822299651,1.34680134680134
Oman,1.77740603476863,4.423309689610811,32363,26212,51.288817476748136,1.7580063681983629,5.7111900346011755,-0.36697247706422,2.05992509363296,4.1522491349481
Ireland,-1.6024930849045287,3.9105794438660553,717663,444105,45.675728022762776,-1.4677047247680215,4.896351683023921,-4.07523510971787,-1.33333333333333,1.02145045965271
Trinidad and Tobago,-1.7184244140921119,3.298918192751416,65991,52782,38.22627327968966,-1.6584993189376278,4.137596450877796,-3.77906976744186,-1.65016501650165,0.43731778425656
Hong Kong,-0.5947894168226302,2.4179320611545507,101,99,63.960396039603964,-0.6010540224810048,2.668499463293194,-2.02020202020202,0.0,0.671140939597315
Iceland,-0.3352419622967009,3.2016587195567277,8524,7803,58.710699202252464,-0.29361500111604844,3.713785159798147,-2.35849056603773,-0.0822368421052602,1.71990171990172
Israel,-5.103459564553275,4.175532187756328,2033460,636889,35.59376137224238,-5.130436170196813,6.4723066433689915,-7.67123287671233,-5.01567398119122,-2.37845923709799
Azerbaijan,0.07592996781077649,3.950293047387269,198654,126065,46.573036535886516,0.2360672224642293,4.692760339154726,-2.20264317180617,0.67114093959732,2.51256281407035
Libya,-1.238280046921827,3.7387533388048433,1487,1421,42.09818426361802,-1.261518611826644,4.951756491625872,-3.57142857142857,-0.833333333333337,1.21212121212121
Uganda,-2.0411974599791733,3.640525329386868,138499,115867,41.77423663708763,-1.8394425394061653,4.53915193388816,-4.2830540037244,-1.83992640294389,0.40458530006743
Namibia,-1.925640301963992,3.8007218745564537,45424,36625,42.48018668545262,-1.558765175256536,4.418534899770116,-4.23357664233577,-1.67364016736402,0.59760956175299
North Korea,-2.8411445309874837,2.4496339179184345,36168,16286,41.050652510506524,-2.760936985221233,3.6514283285458857,-4.47427293064877,-2.86806883365201,-1.2326656394453
Mexico,-1.845325807777587,3.448529472376533,29682,19839,39.642881207465805,-1.806282411485532,4.60139016097933,-4.20560747663552,-1.81543116490166,0.6993006993007
Cyprus,-0.5474086468902762,3.3042851161295794,43774,39271,42.06652350710468,-0.5661608127199255,4.336809603076952,-2.23214285714286,-0.08944543828264,1.4423076923077
Ethiopia,-2.2643704488681813,4.045632544118245,36481,30642,43.57583399577862,-2.087249871845185,5.157966711219662,-5.26315789473684,-2.49653259361997,0.72463768115942
Switzerland,-1.4176138487629777,3.054346835999243,33963,25467,45.405293996407856,-1.3248381570007959,3.7356761583086815,-3.3003300330033,-1.17647058823529,0.561797752808989
Aruba,2.9862844759430924,2.4975945091238647,31,31,42.25806451612903,2.3157214777330806,2.9398396368598942,2.50587314017227,3.82215288611544,4.18867924528302
Syria,-4.351380773349827,3.3716620012500553,83897,78098,37.449372444783485,-4.445109105219542,5.7422691280249145,-6.41509433962264,-4.22648597880048,-2.2140221402214
Honduras,-0.48742222274888325,2.5101940917996317,45,45,48.0,-0.32783813920640975,2.8339092986999224,-1.98019801980198,0.72463768115942,1.12359550561798
Seychelles,1.912264450058809,2.935015988625411,7949,6584,50.35979368474022,1.8812240116724883,3.749484661464771,0.5420054200542,2.12765957446808,3.79581151832461
Lebanon,-2.4916816378012543,3.6456371137337715,65560,42008,40.94600366076876,-2.5636826350627815,4.799899371498018,-4.62046204620462,-2.43902439024391,0.0
Saint Vincent and the Grenadines,0.7594353258251191,3.984297445875226,3531,3018,56.601529311809685,1.0631918303826475,4.286588352042919,-1.44927536231884,1.35135135135135,3.27868852459016
Dominican Republic,-1.788158020323872,4.11859382072352,7867,7262,42.168552179992375,-1.7485361297116453,5.283616827793759,-4.65116279069767,-1.58730158730159,1.14942528735632
Austria,-2.7216515841286846,3.2511352326991654,14749,10646,44.16909620991254,-2.582094513001532,4.327611718688848,-4.81012658227848,-3.03448275862069,-0.66555740432612
Nepal,-1.6143590846709146,3.7205584394278337,116748,86936,49.714598965292765,-1.6921710144331688,4.73361169650256,-3.9426523297491,-1.34680134680135,0.89020771513353
Jamaica,-0.2510828703743146,3.7466209786882523,120782,76909,48.68142604030402,-0.13802981246080945,4.529159266413002,-2.63929618768328,0.0,2.28401191658391
Latvia,-0.41764103852748785,2.5539916872529558,33189,21417,40.903913947392205,-0.37974539818501396,3.314929040662598,-1.99306759098787,-0.64456721915285,1.07047279214986
Saudi Arabia,-0.3979852398505439,4.4444509900475175,84835,72379,41.59238521836506,-0.4086408457325501,5.61504974172046,-3.27868852459016,0.0,2.75862068965517
Costa Rica,-0.8596433497184066,3.286576934254683,16841,15595,41.70951843714744,-0.6412381802180105,4.155164812879855,-3.07692307692308,-0.784313725490192,1.44628099173554
Egypt,-2.6441215879747424,4.313845646160437,134214,114092,38.862860804387026,-2.9189873440083107,6.317143910727481,-5.33515731874145,-2.0460358056266,0.49059689288634
Kazakhstan,1.016645505352463,3.280340257536117,21810,19962,50.9050894085282,1.0464512774796626,4.06901373472792,-0.199203187251,1.49253731343284,2.92682926829268
El Salvador,-3.24214792299899,0.0,6,6,36.666666666666664,-3.2421479229989902,2.0673913358607585,-3.24214792299899,-3.24214792299899,-3.24214792299899
Brunei,2.1569525820804323,3.789274201546243,16653,15281,46.077583618567225,2.240782938561517,4.7365997171392245,0.38461538461539,2.35294117647059,4.31372549019608
South Sudan,-2.167066132642332,3.873418442124115,24283,21073,44.33060165547914,-1.9948449297832316,4.863314129906983,-4.74137931034483,-2.24719101123595,0.51020408163266
United Arab Emirates,2.0097604570931975,3.952373519535163,182287,115346,45.50428719546649,1.9933099677314345,5.032677923235915,0.23696682464455,2.61011419249592,4.48916408668731
Haiti,-1.7674188431161453,3.363773711959752,19559,14705,37.5065187381768,-1.7002823721515699,4.479601494805529,-4.00801603206413,-1.80995475113122,0.51546391752577
Bahrain,2.6208263962563056,5.2838839825809165,23694,20498,49.57415379420951,2.5252240132019232,6.526656487288394,0.0,3.28947368421053,6.06060606060606
Micronesia,3.238518642186451,2.976699436973781,164,164,34.451219512195124,3.4436896216849178,4.313135137526747,1.4637904468413,2.69230769230769,5.13833992094862
Saint Lucia,0.6922972818917104,3.9275783810057527,10348,9927,54.50328565906455,0.6991214234049598,4.836179850100876,-1.74757281553398,0.9009009009009,3.41880341880342
Guinea,-2.5986320916140566,0.8783809341679022,22,22,44.09090909090909,-2.513932288305607,2.3586675062762463,-3.86666666666667,-2.11352657004831,-1.9134775374376
Poland,-0.8263884277305438,3.443224260735374,43213,28356,43.88123944183463,-0.8260308330316344,4.218702233604764,-2.93159609120522,-0.40733197556008,1.34680134680134
Hungary,-0.8017621115231462,3.3824947161455974,29109,22551,45.235837713421965,-0.7871433485058665,4.161046346607147,-2.88315629742034,-0.61823802163833,1.46520146520146
Canada,-1.8605185424670676,3.451612548653538,3750478,1385420,44.18726359680019,-1.8267553880474183,4.526298162706701,-3.87965162311955,-1.61596958174905,0.39946737683089
