GlobalEventID. (integer);Day. (integer);MonthYear. (integer);Year. (integer);FractionDate. (floating point;Actor1Code. (string);Actor1Name. (string);Actor1CountryCode. (string);Actor1KnownGroupCode. (string);Actor1EthnicCode. (string);Actor1Religion1Code. (string);Actor1Religion2Code. (string);Actor1Type1Code. (string);Actor1Type2Code. (string);Actor1Type3Code. (string);Actor2Code. (string);Actor2Name. (string);Actor2CountryCode. (string);Actor2KnownGroupCode. (string);Actor2EthnicCode. (string);Actor2Religion1Code. (string);Actor2Religion2Code. (string);Actor2Type1Code. (string);Actor2Type2Code. (string);Actor2Type3Code. (string);IsRootEvent. (integer);EventCode. (string);EventBaseCode. (string);EventRootCode. (string);QuadClass. (integer);GoldsteinScale. (floating point;NumMentions. (integer);NumSources. (integer);NumArticles. (integer);AvgTone. (numeric);Actor1Geo_Type. (integer);Actor1Geo_Fullname. (string);Actor1Geo_CountryCode. (string);Actor1Geo_ADM1Code. (string);Actor1Geo_ADM2Code. (string);Actor1Geo_Lat. (floating point;Actor1Geo_Long. (floating point;Actor1Geo_FeatureID. (string);Actor2Geo_Type. (integer);Actor2Geo_Fullname. (string);Actor2Geo_CountryCode. (string);Actor2Geo_ADM1Code. (string);Actor2Geo_ADM2Code. (string);Actor2Geo_Lat. (floating point;Actor2Geo_Long. (floating point;Actor2Geo_FeatureID. (string);ActionGeo_Type. (integer);ActionGeo_Fullname. (string);ActionGeo_CountryCode. (string);ActionGeo_ADM1Code. (string);ActionGeo_ADM2Code. (string);ActionGeo_Lat. (floating point;ActionGeo_Long. (floating point;ActionGeo_FeatureID. (string);DATEADDED. (integer);SOURCEURL. (string)
707237060;20171016;201710;2017;2017.7836;PRKLAB;DPRK;PRK;;;;;LAB;;;LEG;CONGRESS;;;;;;LEG;;;0;20;20;2;1;3.0;2;1;2;4.03397027600849;1;South Korea;KS;KS;;37;127.5;KS;4;Beijing, Beijing, China;CH;CH22;13001;39.9289;116.388;-1898541;1;South Korea;KS;KS;;37;127.5;KS;2,02E+13;http://www.chinadaily.com.cn/world/2017-11/16/content_34589436.htm
707237061;20171016;201710;2017;2017.7836;USA;SAN DIEGO;USA;;;;;;;;;;;;;;;;;;1;172;172;17;4;-5.0;4;1;4;4.27807486631016;3;San Diego, California, United States;US;USCA;CA073;32.7153;-117.157;1661377;0;;;;;;;;4;Demerara, Demerara-Mahaica, Guyana;GY;GY12;17145;6.8;-58.1667;-919880;2,02E+13;http://www.sandiegomagazine.com/Blogs/SD-Sips/Fall-2017/3-DIY-Holiday-Cocktail-Recipes/
707237062;20171016;201710;2017;2017.7836;USA;UNITED STATES;USA;;;;;;;;FRA;FRANCE;FRA;;;;;;;;1;70;70;7;2;7.0;2;1;2;1.41414141414141;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;1;France;FR;FR;;46;2;FR;1;France;FR;FR;;46;2;FR;2,02E+13;https://www.washingtonpost.com/news/reliable-source/wp/2017/11/15/herve-pierre-who-designed-melania-trumps-inauguration-gown-is-launching-a-dress-collection/
707237063;20171016;201710;2017;2017.7836;USA;UNITED STATES;USA;;;;;;;;FRA;FRANCE;FRA;;;;;;;;1;70;70;7;2;7.0;2;1;2;1.41414141414141;1;France;FR;FR;;46;2;FR;1;France;FR;FR;;46;2;FR;1;France;FR;FR;;46;2;FR;2,02E+13;https://www.washingtonpost.com/news/reliable-source/wp/2017/11/15/herve-pierre-who-designed-melania-trumps-inauguration-gown-is-launching-a-dress-collection/
707237064;20171016;201710;2017;2017.7836;USA;UNITED STATES;USA;;;;;;;;GOV;PRESIDENT;;;;;;GOV;;;1;51;51;5;1;3.4;2;1;2;-3.33333333333333;3;Indiana University, Indiana, United States;US;USIN;IN105;39.1662;-86.5264;449676;2;Indiana, United States;US;USIN;;39.8647;-86.2604;IN;2;Indiana, United States;US;USIN;;39.8647;-86.2604;IN;2,02E+13;http://www.insideindianabusiness.com/story/36851830/merritt-companies-relaxing-rules-to-deal-with-opioid-issue
707237065;20171016;201710;2017;2017.7836;USA;UNITED STATES;USA;;;;;;;;USAGOV;UNITED STATES;USA;;;;;GOV;;;1;51;51;5;1;3.4;2;1;2;-3.33333333333333;3;Indiana University, Indiana, United States;US;USIN;IN105;39.1662;-86.5264;449676;3;Indiana University, Indiana, United States;US;USIN;;39.1662;-86.5264;449676;3;Indiana University, Indiana, United States;US;USIN;;39.1662;-86.5264;449676;2,02E+13;http://www.insideindianabusiness.com/story/36851830/merritt-companies-relaxing-rules-to-deal-with-opioid-issue
707237066;20171016;201710;2017;2017.7836;USAGOV;UNITED STATES;USA;;;;;GOV;;;;;;;;;;;;;0;111;111;11;3;-2.0;4;1;4;-6.77966101694915;3;Charlottesville, Virginia, United States;US;USVA;VA540;38.0293;-78.4767;1498463;0;;;;;;;;3;Charlottesville, Virginia, United States;US;USVA;VA540;38.0293;-78.4767;1498463;2,02E+13;https://www.seattletimes.com/nation-world/us-opposes-nazi-speech-but-will-vote-no-at-un-to-banning-it/
707237067;20171108;201711;2017;2017.8438;EDU;UNIVERSITY;;;;;;EDU;;;USA;NEW MEXICO;USA;;;;;;;;1;43;43;4;1;2.8;10;1;10;1.32075471698113;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;2,02E+13;http://newscenter.nmsu.edu/Articles/view/12814/nmsu-to-host-second-campus-descubre-recruiting-event
707237068;20171108;201711;2017;2017.8438;GOV;PRESIDENT;;;;;;GOV;;;;;;;;;;;;;0;20;20;2;1;3.0;4;1;4;-1.32743362831858;4;Johannesburg, Gauteng, South Africa;SF;SF06;77364;-26.2;28.0833;-1240261;0;;;;;;;;4;Harare, Mashonaland East, Zimbabwe;ZI;ZI04;40197;-17.8178;31.0447;-2312291;2,02E+13;https://www.voanews.com/a/grace-mugabes-fast-rise-rubbed-zimbabwe-wrong-way/4116428.html
707237069;20171108;201711;2017;2017.8438;IGOUNO;UNITED NATIONS;;UNO;;;;IGO;;;IRN;IRAN;IRN;;;;;;;;0;111;111;11;3;-2.0;4;1;4;-2.67379679144385;1;Iran;IR;IR;;32;53;IR;3;Houston, Texas, United States;US;USTX;TX201;29.7633;-95.3633;1380948;1;Iran;IR;IR;;32;53;IR;2,02E+13;https://www.marketwatch.com/investing/stock/cie
707237070;20171108;201711;2017;2017.8438;IGOUNO;UNITED NATIONS;;UNO;;;;IGO;;;IRN;IRAN;IRN;;;;;;;;0;111;111;11;3;-2.0;1;1;1;-2.67379679144385;1;Iran;IR;IR;;32;53;IR;1;Iran;IR;IR;;32;53;IR;1;Iran;IR;IR;;32;53;IR;2,02E+13;https://www.marketwatch.com/investing/stock/cie
707237071;20171108;201711;2017;2017.8438;JUD;ATTORNEY;;;;;;JUD;;;RUS;RUSSIA;RUS;;;;;;;;1;20;20;2;1;3.0;2;1;2;-1.1764705882353;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;1;Russia;RS;RS;;60;100;RS;1;Russia;RS;RS;;60;100;RS;2,02E+13;http://regator.com/whatshot/Ali+Velshi/
707237072;20171108;201711;2017;2017.8438;MED;WRITER;;;;;;MED;;;USA;NEW MEXICO;USA;;;;;;;;1;42;42;4;1;1.9;10;1;10;1.32075471698113;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;2,02E+13;http://newscenter.nmsu.edu/Articles/view/12814/nmsu-to-host-second-campus-descubre-recruiting-event
707237073;20171108;201711;2017;2017.8438;USA;NEW MEXICO;USA;;;;;;;;EDU;UNIVERSITY;;;;;;EDU;;;1;42;42;4;1;1.9;10;1;10;1.32075471698113;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;2,02E+13;http://newscenter.nmsu.edu/Articles/view/12814/nmsu-to-host-second-campus-descubre-recruiting-event
707237074;20171108;201711;2017;2017.8438;USA;NEW MEXICO;USA;;;;;;;;MED;WRITER;;;;;;MED;;;1;43;43;4;1;2.8;10;1;10;1.32075471698113;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;4;Juarez, Mí©co, Mexico;MX;MX15;19743;31.7333;-106.483;-1658093;2,02E+13;http://newscenter.nmsu.edu/Articles/view/12814/nmsu-to-host-second-campus-descubre-recruiting-event
707237075;20171114;201711;2017;2017.8603;RUS;RUSSIA;RUS;;;;;;;;RUSGOV;RUSSIA;RUS;;;;;GOV;;;1;10;10;1;1;0.0;2;1;2;-0.54811205846529;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;4;Kremlin, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2,02E+13;https://townhall.com/tipsheet/guybenson/2017/11/15/is-uranium-one-a-real-story-or-not-n2409862
707237076;20171114;201711;2017;2017.8603;USA;ROCHESTER;USA;;;;;;;;;;;;;;;;;;1;16;16;1;1;-2.0;2;1;2;-6.48769574944071;3;Rochester, New York, United States;US;USNY;NY055;43.1548;-77.6156;962684;0;;;;;;;;3;Rochester, New York, United States;US;USNY;NY055;43.1548;-77.6156;962684;2,02E+13;http://rightwingnews.com/crime/new-york-mom-drowns-10-day-old-son-bathtub/
707237077;20171115;201711;2017;2017.8630;;;;;;;;;;;AUS;AUSTRALIA;AUS;;;;;;;;1;43;43;4;1;2.8;6;1;6;1.63934426229508;0;;;;;;;;4;Yamba, New South Wales, Australia;AS;AS02;5096;-29.4354;153.36;-1611389;4;Yamba, New South Wales, Australia;AS;AS02;5096;-29.4354;153.36;-1611389;2,02E+13;https://www.dailyexaminer.com.au/news/miss-kerry-to-quit-sandbox/3266163/
707237078;20171115;201711;2017;2017.8630;;;;;;;;;;;AUS;AUSTRALIA;AUS;;;;;;;;0;43;43;4;1;2.8;4;1;4;-1.60771704180064;0;;;;;;;;4;Bluff Knoll, Western Australia, Australia;AS;AS08;5484;-34.3743;118.255;11365293;4;Bluff Knoll, Western Australia, Australia;AS;AS08;5484;-34.3743;118.255;11365293;2,02E+13;http://thenewdaily.com.au/news/state/wa/2017/11/16/buff-bluff-nude-photo-ban/
707237079;20171115;201711;2017;2017.8630;;;;;;;;;;;AUS;AUSTRALIA;AUS;;;;;;;;1;874;87;8;2;10.0;8;1;8;1.8450184501845;0;;;;;;;;4;Reedy Creek, South Australia, Australia;AS;AS05;5280;-36.95;140.017;-1597225;4;Reedy Creek, South Australia, Australia;AS;AS05;5280;-36.95;140.017;-1597225;2,02E+13;http://www.southernhighlandnews.com.au/story/5054457/the-perfect-country-retreat/?cs=4271
707237080;20171115;201711;2017;2017.8630;;;;;;;;;;;BUS;BANK;;;;;;BUS;;;1;13;13;1;1;0.4;6;1;6;1.98019801980198;0;;;;;;;;3;Indiana University, Indiana, United States;US;USIN;;39.1662;-86.5264;449676;3;Indiana University, Indiana, United States;US;USIN;;39.1662;-86.5264;449676;2,02E+13;http://www.insideindianabusiness.com/story/36850368/huntington-bank-appoints-managing-directors-tom-enright-rick-hursh-capital-markets
707237081;20171115;201711;2017;2017.8630;;;;;;;;;;;BUS;BANK;;;;;;BUS;;;1;13;13;1;1;0.4;4;1;4;1.98019801980198;0;;;;;;;;2;Indiana, United States;US;USIN;;39.8647;-86.2604;IN;2;Indiana, United States;US;USIN;;39.8647;-86.2604;IN;2,02E+13;http://www.insideindianabusiness.com/story/36850368/huntington-bank-appoints-managing-directors-tom-enright-rick-hursh-capital-markets
707237082;20171115;201711;2017;2017.8630;;;;;;;;;;;BUS;CREDIT UNION;;;;;;BUS;;;0;20;20;2;1;3.0;10;1;10;0.32051282051282;0;;;;;;;;1;Puerto Rico;RQ;RQ;;18.2359;-66.4838;RQ;1;Puerto Rico;RQ;RQ;;18.2359;-66.4838;RQ;2,02E+13;http://www.roanoke.com/news/virginia/wire/after-maria-us-schools-get-influx-of-puerto-rican-students/article_2b8b2e0f-56d9-572e-abda-98f1e6985b1b.html
707237083;20171115;201711;2017;2017.8630;;;;;;;;;;;BUS;COMPANY;;;;;;BUS;;;1;31;31;3;1;5.2;10;1;10;2.21238938053098;0;;;;;;;;3;San Antonio, Texas, United States;US;USTX;;29.4241;-98.4936;1380951;3;San Antonio, Texas, United States;US;USTX;;29.4241;-98.4936;1380951;2,02E+13;https://www.ksat.com/news/sa-entrepreneur-becomes-first-tech-startup-leader-to-be-named-to-forbes-list
707237084;20171115;201711;2017;2017.8630;;;;;;;;;;;BUS;BUSINESS;;;;;;BUS;;;1;42;42;4;1;1.9;1;1;1;3.20284697508896;0;;;;;;;;3;Kettleman, California, United States;US;USCA;CA077;38.116;-121.243;1658899;3;Kettleman, California, United States;US;USCA;CA077;38.116;-121.243;1658899;2,02E+13;https://techcrunch.com/2017/11/15/tesla-opens-two-largest-supercharger-stations-and-a-customer-lounge/
707237085;20171115;201711;2017;2017.8630;;;;;;;;;;;BUS;BANK;;;;;;BUS;;;1;46;46;4;1;7.0;3;1;3;0.67001675041876;0;;;;;;;;3;Dickson County, Tennessee, United States;US;USTN;;36.1501;-87.3667;1639740;3;Dickson County, Tennessee, United States;US;USTN;;36.1501;-87.3667;1639740;2,02E+13;http://www.tennessean.com/story/news/local/dickson/2017/11/15/robby-harmon-named-dicksons-new-vice-mayor/864588001/
707237086;20171115;201711;2017;2017.8630;;;;;;;;;;;BUS;CORPORATION;;;;;;BUS;;;0;51;51;5;1;3.4;2;1;2;-0.2906976744186;0;;;;;;;;2;Alaska, United States;US;USAK;;61.385;-152.268;AK;2;Alaska, United States;US;USAK;;61.385;-152.268;AK;2,02E+13;http://www.naturalgasintel.com/articles/112456-senate-committee-approves-anwr-drilling-proposal
707237087;20171115;201711;2017;2017.8630;;;;;;;;;;;BUS;INDUSTRY;;;;;;BUS;;;1;54;54;5;1;6.0;8;1;8;1.35501355013551;0;;;;;;;;1;Liberia;LI;LI;;6.5;-9.5;LI;1;Liberia;LI;LI;;6.5;-9.5;LI;2,02E+13;http://www.hellenicshippingnews.com/prevention-at-sea-cleans-up-with-another-award-for-its-oil-record-book-software/
707237088;20171115;201711;2017;2017.8630;;;;;;;;;;;BUS;BUSINESS;;;;;;BUS;;;0;110;110;11;3;-2.0;6;1;6;-0.60468631897203;0;;;;;;;;3;Sedona, Arizona, United States;US;USAZ;AZ005;34.8697;-111.761;34242;3;Sedona, Arizona, United States;US;USAZ;AZ005;34.8697;-111.761;34242;2,02E+13;http://www.redrocknews.com/news/68510-sedona-s-housing-shortage-is-growing-crisis
707237089;20171115;201711;2017;2017.8630;;;;;;;;;;;BUSCVL;BUSINESS;;;;;;BUS;CVL;;1;51;51;5;1;3.4;10;1;10;5.20833333333333;0;;;;;;;;1;Australia;AS;AS;;-25;135;AS;1;Australia;AS;AS;;-25;135;AS;2,02E+13;http://www.hellenicshippingnews.com/financing-ocean-sustainable-development-woc-sos-2017-to-focus-on-investing-in-the-ocean/
707237090;20171115;201711;2017;2017.8630;;;;;;;;;;;CAN;CANADA;CAN;;;;;;;;1;20;20;2;1;3.0;1;1;1;-1.31147540983607;0;;;;;;;;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;2,02E+13;https://townhall.com/tipsheet/christinerousselle/2017/11/15/roy-moore-lawyer-msnbc-n2409916
707237091;20171115;201711;2017;2017.8630;;;;;;;;;;;CAN;CANADA;CAN;;;;;;;;1;43;43;4;1;2.8;4;1;4;1.38888888888889;0;;;;;;;;4;Tsawwassen, British Columbia, Canada;CA;CA02;12552;49.0167;-123.083;-575019;4;Tsawwassen, British Columbia, Canada;CA;CA02;12552;49.0167;-123.083;-575019;2,02E+13;http://www.delta-optimist.com/opinion/town-centre-tribulations-1.23094862
707237092;20171115;201711;2017;2017.8630;;;;;;;;;;;CAN;CANADA;CAN;;;;;;;;1;112;112;11;3;-2.0;3;1;3;-2.24719101123595;0;;;;;;;;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2,02E+13;http://www.newsweek.com/roy-moore-attorney-tv-host-dating-minors-712682
707237093;20171115;201711;2017;2017.8630;;;;;;;;;;;CAN;CANADA;CAN;;;;;;;;1;112;112;11;3;-2.0;1;1;1;-2.24719101123595;0;;;;;;;;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;1;Kenya;KE;KE;;1;38;KE;2,02E+13;http://www.newsweek.com/roy-moore-attorney-tv-host-dating-minors-712682
707237094;20171115;201711;2017;2017.8630;;;;;;;;;;;CAN;CANADIAN;CAN;;;;;;;;1;190;190;19;4;-10.0;9;1;9;-4.98489425981873;0;;;;;;;;4;Cape Crauford, Nunavut, Canada;CA;CA14;12638;73.7333;-84.85;-563130;4;Cape Crauford, Nunavut, Canada;CA;CA14;12638;73.7333;-84.85;-563130;2,02E+13;https://quillandquire.com/review/thou-shalt-do-no-murder-inuit-injustice-and-the-canadian-arctic/
707237095;20171115;201711;2017;2017.8630;;;;;;;;;;;CHE;BALE;CHE;;;;;;;;1;36;36;3;1;4.0;5;1;5;-0.485436893203884;0;;;;;;;;4;Mumbai, Maharashtra, India;IN;IN16;70184;18.975;72.8258;-2092174;4;Mumbai, Maharashtra, India;IN;IN16;70184;18.975;72.8258;-2092174;2,02E+13;http://www.cottongrower.com/international/first-estimate-of-indias-new-season-cotton-crop-revealed/
707237096;20171115;201711;2017;2017.8630;;;;;;;;;;;CHE;SWITZERLAND;CHE;;;;;;;;0;42;42;4;1;1.9;2;1;2;0.0942507068803002;0;;;;;;;;4;Beijing, Beijing, China;CH;CH22;13001;39.9289;116.388;-1898541;4;Beijing, Beijing, China;CH;CH22;13001;39.9289;116.388;-1898541;2,02E+13;https://garage.vice.com/en_us/article/59y43n/michel-comte-maxxi-rome
707237097;20171115;201711;2017;2017.8630;;;;;;;;;;;CHE;SWITZERLAND;CHE;;;;;;;;0;42;42;4;1;1.9;8;1;8;0.0942507068803002;0;;;;;;;;4;Breithorn, Switzerland (general), Switzerland;SZ;SZ00;26307;45.9167;7.8;-2551378;4;Breithorn, Switzerland (general), Switzerland;SZ;SZ00;26307;45.9167;7.8;-2551378;2,02E+13;https://garage.vice.com/en_us/article/59y43n/michel-comte-maxxi-rome
707237098;20171115;201711;2017;2017.8630;;;;;;;;;;;CHN;CHINA;CHN;;;;;;;;0;43;43;4;1;2.8;6;1;6;-5.53047404063206;0;;;;;;;;4;Beijing, Beijing, China;CH;CH22;13001;39.9289;116.388;-1898541;4;Arunachal, Assam, India;IN;IN03;70088;24.8667;92.7667;-2089162;2,02E+13;http://www.navhindtimes.in/deteriorating-indo-china-relations/
707237099;20171115;201711;2017;2017.8630;;;;;;;;;;;CHN;CHINESE;CHN;;;;;;;;0;43;43;4;1;2.8;2;1;2;-5.53047404063206;0;;;;;;;;4;Arunachal, Assam, India;IN;IN03;70088;24.8667;92.7667;-2089162;4;Beijing, Beijing, China;CH;CH22;13001;39.9289;116.388;-1898541;2,02E+13;http://www.navhindtimes.in/deteriorating-indo-china-relations/
707237100;20171115;201711;2017;2017.8630;;;;;;;;;;;CHN;CHINA;CHN;;;;;;;;0;43;43;4;1;2.8;2;1;2;-5.53047404063206;0;;;;;;;;4;Bomdila, Arunachal Pradesh, India;IN;IN30;70053;27.25;92.4;-2092179;4;Bomdila, Arunachal Pradesh, India;IN;IN30;70053;27.25;92.4;-2092179;2,02E+13;http://www.navhindtimes.in/deteriorating-indo-china-relations/
707237101;20171115;201711;2017;2017.8630;;;;;;;;;;;CHN;TAIZHOU;CHN;;;;;;;;0;60;60;6;2;6.0;6;1;6;1.44356955380577;0;;;;;;;;1;Ukraine;UP;UP;;49;32;UP;1;Ukraine;UP;UP;;49;32;UP;2,02E+13;http://www.hellenicshippingnews.com/newbuilding-ordering-activity-looking-for-added-growth-in-the-coming-weeks/
707237102;20171115;201711;2017;2017.8630;;;;;;;;;;;CHN;CHINA;CHN;;;;;;;;0;130;130;13;3;-4.4;2;1;2;-5.53047404063206;0;;;;;;;;4;Beijing, Beijing, China;CH;CH22;13001;39.9289;116.388;-1898541;4;Arunachal, Assam, India;IN;IN03;70088;24.8667;92.7667;-2089162;2,02E+13;http://www.navhindtimes.in/deteriorating-indo-china-relations/
707237103;20171115;201711;2017;2017.8630;;;;;;;;;;;CHRCTH;ROMAN CATHOLIC;;;;CHR;CTH;;;;1;36;36;3;1;4.0;6;1;6;5.50847457627119;0;;;;;;;;1;Vatican City;VT;VT;;41.9;12.45;VT;1;Vatican City;VT;VT;;41.9;12.45;VT;2,02E+13;https://www.architecturaldigest.com/story/pope-francis-blesses-lamborghini
707237104;20171115;201711;2017;2017.8630;;;;;;;;;;;COP;POLICE;;;;;;COP;;;0;40;40;4;1;1.0;6;1;6;-6.48769574944071;0;;;;;;;;3;Houston, Texas, United States;US;USTX;TX201;29.7633;-95.3633;1380948;3;Houston, Texas, United States;US;USTX;TX201;29.7633;-95.3633;1380948;2,02E+13;http://rightwingnews.com/crime/new-york-mom-drowns-10-day-old-son-bathtub/
707237105;20171115;201711;2017;2017.8630;;;;;;;;;;;COP;POLICE;;;;;;COP;;;0;40;40;4;1;1.0;2;1;2;-6.48769574944071;0;;;;;;;;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;3;Houston, Texas, United States;US;USTX;TX201;29.7633;-95.3633;1380948;2,02E+13;http://rightwingnews.com/crime/new-york-mom-drowns-10-day-old-son-bathtub/
707237106;20171115;201711;2017;2017.8630;;;;;;;;;;;COP;POLICE;;;;;;COP;;;1;43;43;4;1;2.8;10;1;10;-4.02298850574713;0;;;;;;;;1;Congo;CF;CF;;-1;15;CF;1;Congo;CF;CF;;-1;15;CF;2,02E+13;http://wpri.com/2017/11/15/police-make-arrest-in-killing-of-providence-mother/
707237107;20171115;201711;2017;2017.8630;;;;;;;;;;;COP;POLICE;;;;;;COP;;;0;173;173;17;4;-5.0;10;1;10;-9.16334661354582;0;;;;;;;;4;Mubarak Al-Kabir, Kuwait (general), Kuwait;KU;KU00;18589;29.1898;48.0872;10628534;4;Mubarak Al-Kabir, Kuwait (general), Kuwait;KU;KU00;18589;29.1898;48.0872;10628534;2,02E+13;https://www.arabtimesonline.com/news/cops-doing-drugs/
707237108;20171115;201711;2017;2017.8630;;;;;;;;;;;COP;CONSTABLE;;;;;;COP;;;1;173;173;17;4;-5.0;4;1;4;-18.562874251497;0;;;;;;;;1;Denmark;DA;DA;;56;10;DA;1;Denmark;DA;DA;;56;10;DA;2,02E+13;http://indianexpress.com/article/cities/mumbai/man-held-for-assaulting-traffic-cop-4939396/
707237109;20171115;201711;2017;2017.8630;;;;;;;;;;;COP;CONSTABLE;;;;;;COP;;;1;180;180;18;4;-9.0;4;1;4;-18.562874251497;0;;;;;;;;4;Mumbai, Maharashtra, India;IN;IN16;70184;18.975;72.8258;-2092174;4;Mumbai, Maharashtra, India;IN;IN16;70184;18.975;72.8258;-2092174;2,02E+13;http://indianexpress.com/article/cities/mumbai/man-held-for-assaulting-traffic-cop-4939396/
707237110;20171115;201711;2017;2017.8630;;;;;;;;;;;COP;POLICE OFFICER;;;;;;COP;;;1;186;186;18;4;-10.0;2;1;2;-3.87323943661972;0;;;;;;;;3;Long Island, New York, United States;US;USNY;;43.152;-76.061;955858;3;Nassau Community College, New York, United States;US;USNY;;40.7309;-73.5965;958279;2,02E+13;https://www.theepochtimes.com/nypd-recruit-dies-of-cancer-weeks-after-getting-engaged_2358696.html
707237111;20171115;201711;2017;2017.8630;;;;;;;;;;;COP;POLICE OFFICER;;;;;;COP;;;1;186;186;18;4;-10.0;4;1;4;-3.87323943661972;0;;;;;;;;3;Nassau Community College, New York, United States;US;USNY;;40.7309;-73.5965;958279;3;Nassau Community College, New York, United States;US;USNY;;40.7309;-73.5965;958279;2,02E+13;https://www.theepochtimes.com/nypd-recruit-dies-of-cancer-weeks-after-getting-engaged_2358696.html
707237112;20171115;201711;2017;2017.8630;;;;;;;;;;;CRM;CRIMINAL;;;;;;CRM;;;0;42;42;4;1;1.9;10;1;10;-6.42722117202268;0;;;;;;;;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2,02E+13;http://freestonecountytimesonline.com/teague-police-report-nov-15th/
707237113;20171115;201711;2017;2017.8630;;;;;;;;;;;CRM;CRIMINAL;;;;;;CRM;;;1;841;84;8;2;7.0;10;1;10;-9.16334661354582;0;;;;;;;;4;Mubarak Al-Kabir, Kuwait (general), Kuwait;KU;KU00;18589;29.1898;48.0872;10628534;4;Mubarak Al-Kabir, Kuwait (general), Kuwait;KU;KU00;18589;29.1898;48.0872;10628534;2,02E+13;https://www.arabtimesonline.com/news/cops-doing-drugs/
707237114;20171115;201711;2017;2017.8630;;;;;;;;;;;CRM;ILLEGAL IMMIGRANT;;;;;;CRM;;;1;173;173;17;4;-5.0;1;1;1;-9.69162995594715;0;;;;;;;;3;Miami, Florida, United States;US;USFL;FL086;25.7743;-80.1937;295004;3;Miami, Florida, United States;US;USFL;FL086;25.7743;-80.1937;295004;2,02E+13;https://www.theepochtimes.com/illegal-immigrant-charged-in-brutal-murder-of-mcdonalds-millionaire_2358621.html
707237115;20171115;201711;2017;2017.8630;;;;;;;;;;;CRM;ILLEGAL IMMIGRANT;;;;;;CRM;;;1;173;173;17;4;-5.0;3;1;3;-9.69162995594715;0;;;;;;;;1;Mexico;MX;MX;;23;-102;MX;1;Guatemala;GT;GT;;15.5;-90.25;GT;2,02E+13;https://www.theepochtimes.com/illegal-immigrant-charged-in-brutal-murder-of-mcdonalds-millionaire_2358621.html
707237116;20171115;201711;2017;2017.8630;;;;;;;;;;;CVL;NEIGHBORHOOD;;;;;;CVL;;;1;20;20;2;1;3.0;8;1;8;-11.7424242424243;0;;;;;;;;3;Duplin County, North Carolina, United States;US;USNC;;34.9502;-77.9497;1026132;3;Duplin County, North Carolina, United States;US;USNC;;34.9502;-77.9497;1026132;2,02E+13;http://www.newsargus.com/news/archives/2017/11/15/kinston_man_sentenced_for_armed_robberies_in_snow_hill_faison_kenansville/
707237117;20171115;201711;2017;2017.8630;;;;;;;;;;;CVL;NEIGHBORHOOD;;;;;;CVL;;;1;20;20;2;1;3.0;2;1;2;-11.7424242424243;0;;;;;;;;3;Snow Hill, North Carolina, United States;US;USNC;;35.4515;-77.6811;995074;3;Snow Hill, North Carolina, United States;US;USNC;;35.4515;-77.6811;995074;2,02E+13;http://www.newsargus.com/news/archives/2017/11/15/kinston_man_sentenced_for_armed_robberies_in_snow_hill_faison_kenansville/
707237118;20171115;201711;2017;2017.8630;;;;;;;;;;;CVL;INDIGENOUS PEOPLE;;;;;;CVL;;;0;40;40;4;1;1.0;4;1;4;-1.60771704180064;0;;;;;;;;4;Bluff Knoll, Western Australia, Australia;AS;AS08;5484;-34.3743;118.255;11365293;4;Bluff Knoll, Western Australia, Australia;AS;AS08;5484;-34.3743;118.255;11365293;2,02E+13;http://thenewdaily.com.au/news/state/wa/2017/11/16/buff-bluff-nude-photo-ban/
